underlying_price,underlying_index,timestamp,state,settlement_price,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,instrument_name,index_price,change_id,bids,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,asks,ask_iv,24h_high,24h_low,24h_vol,theta,delta,rho,gamma,vega
9117.89,SYN.BTC-25SEP20,1579545019893,open,0.65,0.3,0.5855,0.7265,0.64886679,76.78,0.659,0.0,BTC-25SEP20-14000-P,8651.95,16812820298,[],0.0,0.0,0.0,0.666,2.0,"[[0.666, 2.0], [0.67, 0.5], [0.695, 0.1], [0.722, 0.1], [1.05, 0.1]]",82.27,,,,-4.34503,-0.64059,-80.06509,6e-05,28.13385
9121.51,SYN.BTC-25SEP20,1579545094411,open,0.65,0.3,0.5845,0.726,0.6482909,76.76,0.659,0.0,BTC-25SEP20-14000-P,8656.45,16812820298,[],0.0,0.0,0.0,0.666,2.0,"[[0.666, 2.0], [0.67, 0.5], [0.695, 0.1], [0.722, 0.1], [1.05, 0.1]]",82.43,,,,-4.34613,-0.64046,-80.05242,6e-05,28.14848
9118.45,SYN.BTC-25SEP20,1579545396893,open,0.65,0.3,0.585,0.7265,0.64873367,76.76,0.659,0.0,BTC-25SEP20-14000-P,8653.66,16812820298,[],0.0,0.0,0.0,0.666,2.0,"[[0.666, 2.0], [0.67, 0.5], [0.695, 0.1], [0.722, 0.1], [1.05, 0.1]]",82.29,,,,-4.34419,-0.64064,-80.06319,6e-05,28.13397
9121.01,SYN.BTC-25SEP20,1579545474893,open,0.65,0.3,0.585,0.726,0.64834777,76.75,0.659,0.0,BTC-25SEP20-14000-P,8657.37,16812820298,[],0.0,0.0,0.0,0.666,2.0,"[[0.666, 2.0], [0.67, 0.5], [0.695, 0.1], [0.722, 0.1], [1.05, 0.1]]",82.4,,,,-4.3455,-0.64051,-80.05355,6e-05,28.14527
9122.26,SYN.BTC-25SEP20,1579545571759,open,0.65,0.3,0.5845,0.7255,0.64815917,76.75,0.659,0.0,BTC-25SEP20-14000-P,8655.76,16812820298,[],0.0,0.0,0.0,0.666,2.0,"[[0.666, 2.0], [0.67, 0.5], [0.695, 0.1], [0.722, 0.1], [1.05, 0.1]]",82.46,,,,-4.34615,-0.64045,-80.04851,6e-05,28.15071
9123.77,SYN.BTC-25SEP20,1579545663893,open,0.65,0.3,0.5845,0.7255,0.64793414,76.74,0.659,0.0,BTC-25SEP20-14000-P,8657.83,16812820298,[],0.0,0.0,0.0,0.666,2.0,"[[0.666, 2.0], [0.67, 0.5], [0.695, 0.1], [0.722, 0.1], [1.05, 0.1]]",82.53,,,,-4.34701,-0.64037,-80.04261,6e-05,28.15751
9124.02,SYN.BTC-25SEP20,1579545741892,open,0.65,0.3,0.5845,0.7255,0.64788505,76.74,0.659,0.0,BTC-25SEP20-14000-P,8658.38,16812820298,[],0.0,0.0,0.0,0.666,2.0,"[[0.666, 2.0], [0.67, 0.5], [0.695, 0.1], [0.722, 0.1], [1.05, 0.1]]",82.54,,,,-4.34688,-0.64037,-80.04183,6e-05,28.15813
9121.59,SYN.BTC-25SEP20,1579545813893,open,0.65,0.3,0.5845,0.726,0.64821572,76.74,0.659,0.0,BTC-25SEP20-14000-P,8657.08,16812820298,[],0.0,0.0,0.0,0.666,2.0,"[[0.666, 2.0], [0.67, 0.5], [0.695, 0.1], [0.722, 0.1], [1.05, 0.1]]",82.43,,,,-4.34475,-0.64055,-80.05165,6e-05,28.14569
9119.6,SYN.BTC-25SEP20,1579545891892,open,0.65,0.3,0.585,0.726,0.64847376,76.73,0.659,0.0,BTC-25SEP20-14000-P,8656.38,16812820298,[],0.0,0.0,0.0,0.666,2.0,"[[0.666, 2.0], [0.67, 0.5], [0.695, 0.1], [0.722, 0.1], [1.05, 0.1]]",82.34,,,,-4.34271,-0.64072,-80.06024,6e-05,28.13505
9108.11,SYN.BTC-25SEP20,1579572028632,open,0.65,0.3,0.584,0.724,0.64698493,75.76,0.659,0.0,BTC-25SEP20-14000-P,8637.59,16812820298,[],0.0,0.0,0.0,0.666,2.0,"[[0.666, 2.0], [0.67, 0.5], [0.695, 0.1], [0.722, 0.1], [1.05, 0.1]]",81.88,,,,-4.26119,-0.6464,-80.12229,7e-05,27.92531
9108.43,SYN.BTC-25SEP20,1579572099122,open,0.65,0.3,0.584,0.7235,0.64694531,75.76,0.659,0.0,BTC-25SEP20-14000-P,8635.99,16812820298,[],0.0,0.0,0.0,0.666,2.0,"[[0.666, 2.0], [0.67, 0.5], [0.695, 0.1], [0.722, 0.1], [1.05, 0.1]]",81.89,,,,-4.26162,-0.64637,-80.12028,7e-05,27.92712
9107.39,SYN.BTC-25SEP20,1579572167598,open,0.65,0.3,0.584,0.724,0.64708399,75.76,0.659,0.0,BTC-25SEP20-14000-P,8636.13,16812820298,[],0.0,0.0,0.0,0.666,2.0,"[[0.666, 2.0], [0.67, 0.5], [0.695, 0.1], [0.722, 0.1], [1.05, 0.1]]",81.85,,,,-4.2606,-0.64645,-80.12465,7e-05,27.92151
9106.78,SYN.BTC-25SEP20,1579572237893,open,0.65,0.3,0.5845,0.724,0.64716052,75.76,0.659,0.0,BTC-25SEP20-14000-P,8636.0,16812820298,[],0.0,0.0,0.0,0.666,2.0,"[[0.666, 2.0], [0.67, 0.5], [0.695, 0.1], [0.722, 0.1], [1.05, 0.1]]",81.82,,,,-4.25991,-0.64651,-80.12726,7e-05,27.91803
